case_id,question,context_count,citations_count,expected_documents,retrieved_documents,error,answer_relevancy,context_precision,context_recall,faithfulness
gitlab-handbook-maintenance,What should a team member do if the handbook escalation channel does not receive a response?,5,3,content/handbook/about/maintenance.md,content/handbook/about/escalation.md;content/handbook/about/escalation.md;content/handbook/about/escalation.md;content/handbook/about/escalation.md;content/handbook/about/escalation.md,,0.9145517508104546,0.8333333332916666,1.0,1.0
gitlab-handbook-style-guide,Where should handbook contributors look for writing and style guidance?,5,3,content/handbook/about/style-guide.md,content/handbook/about/style-guide.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md,,0.9999999999999997,0.99999999998,1.0,0.8
gitlab-acquisition-process-overview,What are the five key stages in GitLab's acquisition process?,5,3,content/handbook/acquisitions/acquisition-process/_index.md,content/handbook/acquisitions/acquisition-process/_index.md;content/handbook/acquisitions/acquisition-process/_index.md;content/handbook/acquisitions/acquisition-process/_index.md;content/handbook/acquisitions/acquisition-process/_index.md;content/handbook/acquisitions/acquisition-process/_index.md,,0.9495170972567754,0.0,0.0,0.9583333333333334
gitlab-acquisition-communications,What is the acquisition process communications page used for?,5,3,content/handbook/acquisitions/acquisition-process/acquisition-process-communications.md,content/handbook/acquisitions/acquisition-process/acquisition-process-communications.md;content/handbook/acquisitions/acquisition-process/acquisition-process-communications.md;content/handbook/acquisitions/acquisition-process/integration.md;content/handbook/acquisitions/acquisition-process/acquisition-process-communications.md;content/handbook/acquisitions/acquisition-process/acquisition-process-communications.md,,0.8257803450131588,0.99999999998,1.0,1.0
gitlab-acquisition-integration,What does the acquisition integration page focus on?,5,3,content/handbook/acquisitions/acquisition-process/integration.md,content/handbook/acquisitions/acquisition-process/integration.md;content/handbook/acquisitions/acquisition-process/_index.md;content/handbook/acquisitions/acquisition-process/integration.md;content/handbook/acquisitions/acquisition-process/integration.md;content/handbook/acquisitions/acquisition-process/_index.md,,0.9999999999999996,0.499999999975,1.0,1.0
gitlab-alliances-mission,Which three Alliance Partner types does the GitLab Alliances Handbook describe?,5,3,content/handbook/alliances/_index.md,content/handbook/alliances/_index.md;content/handbook/alliances/_index.md;content/handbook/alliances/_index.md;content/handbook/alliances/_index.md;content/handbook/alliances/_index.md,,0.981966484661994,0.699999999965,1.0,1.0
gitlab-technology-partner-listing,How does the alliances integration instructions page help technology partners?,5,3,content/handbook/alliances/integration-instructions.md,content/handbook/alliances/integration-instructions.md;content/handbook/alliances/integration-instructions.md;content/handbook/alliances/integration-instructions.md;content/handbook/alliances/integration-instructions.md;content/handbook/alliances/integration-instructions.md,,0.9816614306337903,0.8874999999778125,1.0,0.896551724137931
gitlab-board-meetings,What does the Board of Directors and Corporate Governance page say is the source of truth for Board details?,5,3,content/handbook/board-meetings/_index.md,content/handbook/board-meetings/_index.md;content/handbook/board-meetings/_index.md;content/handbook/board-meetings/_index.md;content/handbook/board-meetings/_index.md;content/handbook/board-meetings/_index.md,,0.8588256870401278,0.9999999999,1.0,1.0
gitlab-business-technology-overview,What is the mission of IT Enterprise Applications according to the Business Technology overview?,5,3,content/handbook/business-technology/_index.md,content/handbook/business-technology/enterprise-applications/entapps-services/_index.md;content/handbook/business-technology/_index.md;content/handbook/business-technology/_index.md;content/handbook/business-technology/enterprise-applications/_index.md;content/handbook/business-technology/enterprise-applications/entapps-services/_index.md,,0.8895171463797724,0.49999999995,1.0,1.0
gitlab-infrastructure-reference-links,What kind of information is collected in the Business Technology infrastructure reference links page?,5,3,content/handbook/business-technology/engineering/infrastructure/reference-links.md,content/handbook/business-technology/engineering/infrastructure/reference-links.md;content/handbook/business-technology/engineering/infrastructure/reference-links.md;content/handbook/business-technology/engineering/infrastructure/reference-links.md;content/handbook/business-technology/engineering/infrastructure/reference-links.md;content/handbook/business-technology/engineering/infrastructure/reference-links.md,,0.9535338466739806,0.36666666664833336,1.0,1.0
gitlab-application-accessibility,Which SaaS applications are listed as WCAG compliant in the application accessibility documentation?,5,3,content/handbook/business-technology/entapps-documentation/application-accessibility.md,content/handbook/business-technology/entapps-documentation/application-accessibility.md;content/handbook/business-technology/entapps-documentation/application-accessibility.md;content/handbook/business-technology/entapps-documentation/application-accessibility.md;content/handbook/business-technology/entapps-documentation/application-accessibility.md;content/handbook/business-technology/entapps-documentation/application-accessibility.md,,0.9534113967142871,0.9999999999,1.0,
gitlab-enterprise-app-policies,What does the Enterprise Applications policies page provide?,5,3,content/handbook/business-technology/entapps-documentation/policies/_index.md,content/handbook/business-technology/enterprise-applications/guides/navan-expense-guide/_index.md;content/handbook/business-technology/entapps-documentation/policies/_index.md;content/handbook/business-technology/enterprise-applications/entapps-services/_index.md;content/handbook/business-technology/entapps-documentation/policies/_index.md;content/handbook/business-technology/entapps-documentation/procedures/_index.md,,0.9705664112722205,0.49999999995,1.0,1.0
gitlab-business-continuity-plan,What kind of policy is documented in the GitLab business continuity plan page?,5,3,content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md,content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md;content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md;content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md;content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md;content/handbook/business-technology/entapps-documentation/policies/gitlab-business-continuity-plan.md,,0.8967382290206108,0.4166666666458333,1.0,1.0
gitlab-enterprise-app-procedures,What is collected on the Enterprise Applications procedures page?,5,3,content/handbook/business-technology/entapps-documentation/procedures/_index.md,content/handbook/business-technology/entapps-documentation/procedures/_index.md;content/handbook/business-technology/entapps-documentation/procedures/_index.md;content/handbook/business-technology/enterprise-applications/guides/zuora-collect.md;content/handbook/business-technology/enterprise-applications/guides/zuora-collect.md;content/handbook/business-technology/enterprise-applications/guides/zuora-collect.md,,0.9237096673420391,0.9999999999,1.0,1.0
gitlab-enterprise-applications-division,What does the Enterprise Applications division page describe?,5,3,content/handbook/business-technology/enterprise-applications/_index.md,content/handbook/business-technology/enterprise-applications/finance-ops/index.md;content/handbook/business-technology/enterprise-applications/_index.md;content/handbook/business-technology/enterprise-applications/finance-ops/index.md;content/handbook/business-technology/enterprise-applications/finance-ops/index.md;content/handbook/business-technology/enterprise-applications/finance-ops/index.md,,0.9999999999999996,0.0,1.0,1.0
gitlab-entapps-crm-mission,What is the Enterprise Applications CRM team mission?,5,3,content/handbook/business-technology/enterprise-applications/entapps-crm/_index.md,content/handbook/business-technology/enterprise-applications/entapps-crm/_index.md;content/handbook/business-technology/enterprise-applications/finance-ops/index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/_index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/_index.md;content/handbook/business-technology/enterprise-applications/entapps-services/_index.md,,0.987151912196378,0.7499999999625,1.0,1.0
gitlab-finsys-access-requests,What does the Finsys access requests page cover?,5,3,content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md,content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md;content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md;content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md;content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md;content/handbook/business-technology/enterprise-applications/entapps-crm/finsys-access-requests.md,,0.9999999999999996,0.99999999998,1.0,0.875
gitlab-quote-to-cash-flow,What does the Quote to Cash Documentation page say about the field mapping spreadsheet?,5,3,content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/_index.md,content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/_index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/_index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/_index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/_index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/_index.md,,0.8585190998897305,0.9999999999,1.0,1.0
gitlab-quote-to-cash-troubleshooting,What is a true-up according to the quote to cash troubleshooting page?,5,3,content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/troubleshooting/index.md,content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/troubleshooting/index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/troubleshooting/index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/troubleshooting/index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/troubleshooting/index.md;content/handbook/business-technology/enterprise-applications/entapps-crm/quote-to-cash/troubleshooting/index.md,,0.6457251391073103,0.9999999999666667,1.0,1.0
gitlab-enterprise-app-services,What mission does Enterprise Application Services state for application support?,5,3,content/handbook/business-technology/enterprise-applications/entapps-services/_index.md,content/handbook/business-technology/enterprise-applications/entapps-services/_index.md;content/handbook/business-technology/enterprise-applications/finance-ops/index.md;content/handbook/business-technology/enterprise-applications/entapps-services/_index.md;content/handbook/business-technology/enterprise-applications/finance-ops/index.md;content/handbook/business-technology/enterprise-applications/_index.md,,0.8934374334067957,0.9999999999,1.0,1.0
gitlab-the-handbook-extra-1,What does the The Handbook page say about a very specific set of internal information we also maintain an Internal Handbook?,5,3,content/handbook/_index.md,content/handbook/_index.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md;content/handbook/about/maintenance.md,,0.9010222749534341,0.99999999998,1.0,1.0
gitlab-about-the-handbook-extra-1,What does the About the Handbook page say about our handbook is extensive and keeping it relevant is an important part of everyone's job?,5,3,content/handbook/about/_index.md,content/handbook/about/_index.md;content/handbook/about/direction.md;content/handbook/about/_index.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md,,0.7245164155725932,0.9999999999,1.0,
gitlab-about-the-handbook-extra-2,"What does the About the Handbook page say about Remember that everything is in draft at GitLab and subject to change, this includes our ha?",5,3,content/handbook/about/_index.md,content/handbook/about/handbook-usage.md;content/handbook/about/_index.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md;content/handbook/about/direction.md,,0.6365658601168971,0.99999999995,1.0,
gitlab-about-the-handbook-extra-3,"What does the About the Handbook page say about It's easy to see that the handbook is large, but have you ever wondered just how large?",5,3,content/handbook/about/_index.md,content/handbook/about/_index.md;content/handbook/about/_index.md;content/handbook/about/_index.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md,,0.8399824428201844,0.9999999999,1.0,1.0
gitlab-contributing-to-the-handbook-extra-1,What does the Contributing to the Handbook page say about Please see the repository contributing file for information on the Developer Certificate o?,5,3,content/handbook/about/contributing.md,content/handbook/about/contributing.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md;content/handbook/about/contributing.md;content/handbook/_index.md,,0.8025481282002268,0.9999999999,1.0,1.0
gitlab-contributing-to-the-handbook-extra-2,What does the Contributing to the Handbook page say about You can help to improve the GitLab Handbook website by submitting merge requests to the ha?,5,3,content/handbook/about/contributing.md,content/handbook/about/contributing.md;content/handbook/about/handbook-usage.md;content/handbook/_index.md;content/handbook/about/handbook-usage.md;content/handbook/about/editing-handbook/_index.md,,0.8416311637664969,0.8055555555287036,1.0,1.0
gitlab-contributing-to-the-handbook-extra-3,What does the Contributing to the Handbook page say about don't mind people inside and outside the company making suggestions to change significant?,5,3,content/handbook/about/contributing.md,content/handbook/about/contributing.md;content/handbook/about/handbook-usage.md;content/handbook/about/_index.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md,,0.7576078897377357,0.9999999999,1.0,1.0
gitlab-handbook-direction-extra-1,What does the Handbook Direction page say about sub-section of the handbook?,5,3,content/handbook/about/direction.md,content/handbook/about/direction.md;content/handbook/about/direction.md;content/handbook/about/direction.md;content/handbook/about/maintenance.md;content/handbook/about/direction.md,,0.6412830826204627,0.99999999995,1.0,1.0
gitlab-handbook-direction-extra-2,What does the Handbook Direction page say about Team Members: Every GitLab team member is responsible for using and updating our handbook?,5,3,content/handbook/about/direction.md,content/handbook/about/direction.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md;content/handbook/about/direction.md,,0.910420875346665,0.99999999995,1.0,1.0
gitlab-handbook-direction-extra-3,"What does the Handbook Direction page say about Current and Potential Users: GitLab's product direction, strategy, and vision are document?",5,3,content/handbook/about/direction.md,content/handbook/about/direction.md;content/handbook/about/direction.md;content/handbook/about/direction.md;content/handbook/about/direction.md;content/handbook/about/handbook-usage.md,,0.8461266676808444,0.8333333332916666,1.0,1.0
gitlab-editing-the-handbook-extra-1,What does the Editing the Handbook page say about focuses on how to edit the handbook?,5,3,content/handbook/about/editing-handbook/_index.md,content/handbook/about/editing-handbook/_index.md;content/handbook/about/editing-handbook/practical-handbook-edits.md;content/handbook/about/editing-handbook/_index.md;content/handbook/about/editing-handbook/_index.md;content/handbook/about/editing-handbook/_index.md,,0.8810389733929949,0.9999999999,1.0,1.0
gitlab-editing-the-handbook-extra-2,"What does the Editing the Handbook page say about Tip Use AI to edit the handbook faster, and learn about Anthropic Claude and GitLab Duo?",5,3,content/handbook/about/editing-handbook/_index.md,content/handbook/about/editing-handbook/_index.md;content/handbook/about/editing-handbook/practical-handbook-edits.md;content/handbook/about/editing-handbook/_index.md;content/handbook/about/editing-handbook/_index.md;content/handbook/about/editing-handbook/_index.md,,0.6589438141546999,0.99999999995,1.0,1.0
gitlab-editing-the-handbook-extra-3,"What does the Editing the Handbook page say about how to format markdown in the handbook, see the markdown style guide, which includes how t?",5,3,content/handbook/about/editing-handbook/_index.md,content/handbook/about/editing-handbook/_index.md;content/handbook/about/editing-handbook/_index.md;content/handbook/about/style-guide.md;content/handbook/about/editing-handbook/_index.md;content/handbook/about/handbook-usage.md,,0.870426382892829,0.9999999999,1.0,
gitlab-edit-your-team-page-entry-extra-1,"What does the Edit your team page entry page say about specifically covers how to add yourself to the team page, add your pets to the pets page?",5,3,content/handbook/about/editing-handbook/edit-team-page.md,content/handbook/about/editing-handbook/edit-team-page.md;content/handbook/about/editing-handbook/edit-team-page.md;content/handbook/about/editing-handbook/edit-team-page.md;content/handbook/about/editing-handbook/edit-team-page.md;content/handbook/about/editing-handbook/edit-team-page.md,,0.8167039342611956,0.9999999999666667,1.0,0.8
gitlab-edit-your-team-page-entry-extra-2,What does the Edit your team page entry page say about You can review this document for help on how to update the Workday settings for your team?,5,3,content/handbook/about/editing-handbook/edit-team-page.md,content/handbook/about/editing-handbook/edit-team-page.md;content/handbook/about/editing-handbook/edit-team-page.md;content/handbook/about/editing-handbook/edit-team-page.md;content/handbook/about/editing-handbook/edit-team-page.md;content/handbook/about/editing-handbook/edit-team-page.md,,0.8573829623351029,0.99999999995,1.0,
gitlab-edit-your-team-page-entry-extra-3,"What does the Edit your team page entry page say about Ask anyone in the company for help if you need it, including the mr-buddies Slack channel?",5,3,content/handbook/about/editing-handbook/edit-team-page.md,content/handbook/about/editing-handbook/edit-team-page.md;content/handbook/about/editing-handbook/_index.md;content/handbook/about/editing-handbook/edit-team-page.md;content/handbook/about/editing-handbook/_index.md;content/handbook/about/editing-handbook/edit-team-page.md,,0.8069762114645135,0.99999999995,1.0,1.0
gitlab-practical-handbook-editing-tips-extra-1,"What does the Practical Handbook Editing Tips page say about contains instructions, tips, and historical recordings for non-technical team members on h?",5,3,content/handbook/about/editing-handbook/practical-handbook-edits.md,content/handbook/about/editing-handbook/practical-handbook-edits.md;content/handbook/about/editing-handbook/practical-handbook-edits.md;content/handbook/about/editing-handbook/practical-handbook-edits.md;content/handbook/about/editing-handbook/practical-handbook-edits.md;content/handbook/about/editing-handbook/practical-handbook-edits.md,,0.7833081690555476,0.9999999999,1.0,1.0
gitlab-practical-handbook-editing-tips-extra-2,What does the Practical Handbook Editing Tips page say about Content on this page is to provide additional tips as a supplement to the editing handbook?,5,3,content/handbook/about/editing-handbook/practical-handbook-edits.md,content/handbook/about/editing-handbook/practical-handbook-edits.md;content/handbook/about/editing-handbook/_index.md;content/handbook/about/editing-handbook/_index.md;content/handbook/about/editing-handbook/practical-handbook-edits.md;content/handbook/about/editing-handbook/practical-handbook-edits.md,,0.8618146898705302,0.8333333332916666,1.0,1.0
gitlab-practical-handbook-editing-tips-extra-3,"What does the Practical Handbook Editing Tips page say about Tip Use AI to edit the handbook faster, and learn about Anthropic Claude and GitLab Duo?",5,3,content/handbook/about/editing-handbook/practical-handbook-edits.md,content/handbook/about/editing-handbook/practical-handbook-edits.md;content/handbook/about/editing-handbook/_index.md;content/handbook/about/editing-handbook/_index.md;content/handbook/about/editing-handbook/_index.md;content/handbook/about/editing-handbook/_index.md,,0.7148962614818705,0.99999999995,1.0,1.0
gitlab-handbook-escalation-extra-1,"What does the Handbook Escalation page say about information on team members' roles and responsibilities, see Content Websites page?",5,3,content/handbook/about/escalation.md,content/handbook/about/escalation.md;content/handbook/about/escalation.md;content/handbook/about/maintenance.md;content/handbook/about/escalation.md;content/handbook/about/escalation.md,,0.8873417721038814,0.49999999995,1.0,
gitlab-handbook-escalation-extra-2,What does the Handbook Escalation page say about Handbook is a critical part of empowering team members to do their jobs effectively?,5,3,content/handbook/about/escalation.md,content/handbook/about/escalation.md;content/handbook/about/escalation.md;content/handbook/about/_index.md;content/handbook/about/escalation.md;content/handbook/about/editing-handbook/_index.md,,0.738837074692512,0.9999999999,1.0,1.0
gitlab-handbook-escalation-extra-3,What does the Handbook Escalation page say about Any work stopping issues should be reported in the handbook-escalation channel in Slack?,5,3,content/handbook/about/escalation.md,content/handbook/about/escalation.md;content/handbook/about/escalation.md;content/handbook/about/escalation.md;content/handbook/about/escalation.md;content/handbook/about/escalation.md,,0.9105450392910907,0.9999999999,1.0,1.0
gitlab-gitlab-handbook-usage-extra-1,What does the GitLab Handbook Usage page say about Sometimes you want to have real time editing of a proposal during a meeting and you need t?,5,3,content/handbook/about/handbook-usage.md,content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md;content/handbook/about/editing-handbook/_index.md;content/handbook/about/editing-handbook/_index.md,,0.6397478395642545,0.9999999999,1.0,1.0
gitlab-gitlab-handbook-usage-extra-2,"What does the GitLab Handbook Usage page say about Having a ""handbook first"" mentality ensures there is no duplication; the handbook is alway?",5,3,content/handbook/about/handbook-usage.md,content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md,,0.7071217463134913,0.8666666666377778,1.0,1.0
gitlab-gitlab-handbook-usage-extra-3,What does the GitLab Handbook Usage page say about When asked during an INSEAD case study interview (shown above) about challenges related to?,5,3,content/handbook/about/handbook-usage.md,content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md,,0.6880719897171307,0.9999999999,1.0,1.0
gitlab-content-websites-extra-1,"What does the Content Websites page say about This area has traditionally been referred to as ""the handbook"", but over time has grown in?",5,3,content/handbook/about/maintenance.md,content/handbook/about/maintenance.md;content/handbook/about/maintenance.md;content/handbook/about/maintenance.md;content/handbook/about/_index.md;content/handbook/about/maintenance.md,,0.5720839790806591,0.99999999995,1.0,1.0
gitlab-content-websites-extra-2,"What does the Content Websites page say about Therefore, we are using the term ""content websites"" here to avoid ambiguity and properly f?",5,3,content/handbook/about/maintenance.md,content/handbook/about/maintenance.md;content/handbook/about/maintenance.md;content/handbook/about/maintenance.md;content/handbook/about/maintenance.md;content/handbook/about/maintenance.md,,0.856689899343317,0.9999999999,1.0,1.0
gitlab-content-websites-extra-3,"What does the Content Websites page say about If you need help, please see the editing handbook section, or escalation information if it?",5,3,content/handbook/about/maintenance.md,content/handbook/about/maintenance.md;content/handbook/about/escalation.md;content/handbook/about/editing-handbook/_index.md;content/handbook/about/escalation.md;content/handbook/about/escalation.md,,0.5740015961651751,0.999999999975,1.0,1.0
gitlab-handbook-style-guide-extra-1,"What does the Handbook Style Guide page say about GitLab's general communications practices are detailed at GitLab Communication, but beyond?",5,3,content/handbook/about/style-guide.md,content/handbook/about/style-guide.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md,,0.9471165052807131,0.9999999999,1.0,0.8333333333333334
gitlab-handbook-style-guide-extra-2,"What does the Handbook Style Guide page say about Handbook style guidance is covered primarily by the handbook markdown guide, and the editi?",5,3,content/handbook/about/style-guide.md,content/handbook/about/style-guide.md;content/handbook/about/editing-handbook/_index.md;content/handbook/about/handbook-usage.md;content/handbook/about/style-guide.md;content/handbook/about/editing-handbook/_index.md,,0.8468160824392174,0.8333333332916666,1.0,0.6666666666666666
gitlab-handbook-style-guide-extra-3,What does the Handbook Style Guide page say about Communication - Markdown guide - GitLab Documentation guidelines - Documentation style Gui?,5,3,content/handbook/about/style-guide.md,content/handbook/about/style-guide.md;content/handbook/about/style-guide.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md;content/handbook/about/handbook-usage.md,,0.8509177539892753,0.49999999995,1.0,0.7692307692307693
gitlab-acquisitions-handbook-extra-1,What does the Acquisitions Handbook page say about the documented process?,5,3,content/handbook/acquisitions/_index.md,content/handbook/acquisitions/acquisition-process/_index.md;content/handbook/acquisitions/acquisition-process/_index.md;content/handbook/acquisitions/acquisition-process/integration.md;content/handbook/acquisitions/acquisition-process/_index.md;content/handbook/acquisitions/acquisition-process/_index.md,,0.8191745907217668,0.0,0.0,1.0
gitlab-acquisitions-handbook-extra-2,"What does the Acquisitions Handbook page say about Below is a set of general, yet not strict, characteristics of companies that are a potenti?",5,3,content/handbook/acquisitions/_index.md,content/handbook/acquisitions/_index.md;content/handbook/acquisitions/acquisition-process/_index.md;content/handbook/acquisitions/_index.md;content/handbook/acquisitions/acquisition-process/_index.md;content/handbook/acquisitions/acquisition-process/_index.md,,0.6473876388175789,0.9999999999,1.0,1.0
gitlab-acquisition-process-extra-1,What does the Acquisition Process page say about This is a detailed view of our acquisition process?,5,3,content/handbook/acquisitions/acquisition-process/_index.md,content/handbook/acquisitions/acquisition-process/integration.md;content/handbook/acquisitions/acquisition-process/_index.md;content/handbook/acquisitions/acquisition-process/_index.md;content/handbook/acquisitions/acquisition-process/_index.md;content/handbook/acquisitions/acquisition-process/integration.md,,0.8652220902445927,0.9166666666361111,1.0,
gitlab-acquisition-process-extra-2,What does the Acquisition Process page say about the documented process?,5,3,content/handbook/acquisitions/acquisition-process/_index.md,content/handbook/acquisitions/acquisition-process/_index.md;content/handbook/acquisitions/acquisition-process/_index.md;content/handbook/acquisitions/acquisition-process/_index.md;content/handbook/acquisitions/acquisition-process/_index.md;content/handbook/acquisitions/acquisition-process/_index.md,,0.9114967882060624,0.3333333333,1.0,1.0
gitlab-acquisition-process-extra-3,What does the Acquisition Process page say about mutual NDA will be shared by GitLab and will be required to be signed prior to the Product?,5,3,content/handbook/acquisitions/acquisition-process/_index.md,content/handbook/acquisitions/acquisition-process/_index.md;content/handbook/acquisitions/acquisition-process/_index.md;content/handbook/acquisitions/acquisition-process/_index.md;content/handbook/acquisitions/acquisition-process/_index.md;content/handbook/acquisitions/acquisition-process/_index.md,,0.798956815212636,0.9999999999,1.0,1.0
gitlab-acquisition-process-communications-extra-1,What does the Acquisition Process: Communications page say about Communications is part of our acquisition process?,5,3,content/handbook/acquisitions/acquisition-process/acquisition-process-communications.md,content/handbook/acquisitions/acquisition-process/acquisition-process-communications.md;content/handbook/acquisitions/acquisition-process/acquisition-process-communications.md;content/handbook/acquisitions/acquisition-process/integration.md;content/handbook/acquisitions/acquisition-process/acquisition-process-communications.md;content/handbook/acquisitions/acquisition-process/acquisition-process-communications.md,,0.7031135034439467,0.9999999999,1.0,1.0
gitlab-acquisition-integration-extra-1,What does the Acquisition Integration page say about This is a detailed view of our acquisition integration process?,5,3,content/handbook/acquisitions/acquisition-process/integration.md,content/handbook/acquisitions/acquisition-process/integration.md;content/handbook/acquisitions/acquisition-process/_index.md;content/handbook/acquisitions/acquisition-process/integration.md;content/handbook/acquisitions/acquisition-process/integration.md;content/handbook/acquisitions/acquisition-process/integration.md,,0.8776166088298482,0.8041666666465626,1.0,
